Gender,Race,HomeTwn,Live,Greek?,Parents,GPA,SkipCl,TextSpd,SitArea,HrsStudy,FornTeach,HrsCompu,PayEduc,GetEduc,HrsWork,HubFood,Relimport,ReadBibl,RelPref,God?,Weight,Height,IdlWt,IdlHt,ViewWt,Handed,LongFing,EyeSight,SelfAttr,ShoeSize,LooksImp,MakeFrnds,DateRace,InstMsgr,PeopKiss,DatePerly,AgeDiff,FutSpous,HowComm,DateSpnd,LongRels,UseFaceBk,AgeMarry,CDsOwn,Parties,CellPhn,MinTalk,FavMusic,EntrPref,CDsBurnd,OwnIPod,MP3Playr,MovyGenr,Book_Movy,SpendTVA,HrsExer,SmokeCig,HrsSleep,Abortion,ExerPref,WtTry,FastDrvn,SameSex,IceTerm,CitedOff,DrvnInfl,BevPref,DaysAlco,SmokedMj,Ecstasy,LegalMj?,DrnksUsl,SpndAlco,DrvnDrnk,DrnkIntox,DrnkPref,Shroomed,LiteBeer,Cocaine?,MjBrowny,MostBeer,RolldMj?,Age1stDrk,BushJob,AttkIraq,PolAffln,JoepaQuit,TVSport,HSSports,Virgin,SexNoRel,SexB4Mar,CheatdSO,CheatTel,SexPartns,DatesB4Sex,AgeLostIt,Sex/Week,SameSex_1,UseProtn,HrsPorn,MinDatesB4,OKSameSex,Speed-Dating,SexUnsure,PreMarSex
male,Caucasian,Rural,Dorm,No,Married,3,0,400,Front,11,No,10,Parents,Yes,>20,Too expensive,Not,Never,Protestant,Yes,200,72,175,72,about_right,right,ring,far-sighted,Yes,8,18,no_preference,Yes,.,11-25,No,2-4 years older,If it happens,Phone,75,3,Yes,28,200,15,Yes,100,Country,Music,100,iPod Photo,Have an iPod,Comedy,Movie,1-3,6,No,8,Yes,Alone,Lose,160,"No never",Italian,0,Yes,Juice,4,No,No,No,5_6,$11-$30,0,5,Beer,No,Coors,No,No,15,No,14,Disapprove,No,Democrat,No,Football,Yes,No,Yes,No,No,Yes,0,4,17,Not active,No,Yes,None,First ,Yes,no opinion,Yes,Yes
female,Caucasian,A small town,Apartment,No,Married,3.75,0,300,Front,9,No,6,Scholar/Parents ,Yes,None,Too expensive,Very,Daily,Protestant,Yes,126,64,115,65,about_right,left,index,neither,Yes,4,5,no_preference,No,0,11-25,Yes,5-10 years older,If it happens,Phone,30,0,No,24,100,0,Yes,200,Other,Music,55,No,Don't own one,Romance,Book,1-3,3,No,7,Yes,Alone,Lose,90,Once or twice,Water,1,No,Milk,0,No,No,No,0,0-$10,0,1,Wine,No,Miller,No,No,0,No,21,Approve,No,Other,No,Don't watch sports,Yes,Yes,No,Yes,No,Yes,3,500,0,Not active,No,Not active,None,Not sexually active,No,no opinion,No,Yes
female,Caucasian,A small town,Apartment,No,Divorced,3.4,0,400,Front,22,Yes,1,Scholar/Me ,Yes,None,Reasonable,Very,Once in a while,Other,Yes,130,64,120,66,about_right,right,ring,near-sighted,Yes,4,16,no_preference,No,3,0,Yes,5-10 years younger,If it happens,Face to face,30,6,No,24,100,5,No,200,Country,Sports,10,No,Other,Comedy,Movie,1-3,2,No,7,Yes,With company,Stay the same,85,"No never",Italian,0,No,Juice,5,No,No,No,1_2,0-$10,0,5,Beer,No,Don't drink lite,No,No,8,No,15,Approve,Yes,Republican,No,Basketball,Yes,No,No,No,No,Yes,0,3,16,2-3,Yes,No,None,Seventh,No,great idea,Yes,No
male,Caucasian,Suburban,At home,No,Married,2.5,0,57,Back,20,No,2,Scholar/Me ,Yes,None,Too expensive,Very,Daily,Protestant,Yes,160,67,200,72,about_right,right,index,neither,Don't know,4,13,no_preference,No,0,11-25,No,0-2 years older,Not important,Face to face,60,1,No,27,20,2,Yes,15,Other,Movies,0,No,Don't own one,Action,Book,1-3,10,No,7,No,Alone,Nothing,70,"No never",Water,0,No,Juice,0,No,No,No,0,0-$10,0,0,Wine,No,Bud,No,No,0,No,.,Approve,Yes,Republican,Yes,Football,No,Yes,No,Yes,No,Yes,1,.,0,Not active,No,Not active,None,Not sexually active,No,no opinion,No,Yes
female,Caucasian,A small town,Dorm,No,Married,3.6,.,250,Front,8,No,2,Scholar/Me ,Yes,None,Reasonable,Very,Once in a while,Catholic,Yes,105,62,100,64,about_right,right,ring,neither,Yes,.,11,opposite_gender,Yes,6,1-5,Yes,3-4 years younger,If it happens,Face to face,25,1,Yes,25,55,19,Yes,45,Rap/Hip Hop,Movies,5,iPod Mini,Have an iPod,Horror,Movie,>6,4,No,6,No,Alone,Nothing,65,"No never",Italian,0,No,Soda,12,No,No,No,9 or more,$30-$50,.,.,Liquor,No,Don't drink lite,No,No,.,No,.,Disapprove,No,Republican,No,Basketball,Yes,No,No,Yes,No,Yes,0,.,.,2-3,No,Yes,None,*,No,bad idea,No,No
male,Caucasian,Suburban,Dorm,No,Married,3.661,0,220,Middle,10,Yes,7,Parents,Yes,None,Too expensive,Not,Never,Jewish,No,215,80,229,74,underweight,right,index,neither,Don't know,10,13,no_preference,No,5,1-5,Yes,2-4 years older,Not important,Face to face,50,0,Yes,28,30,4,Yes,20,Rock,Sports,50,No,Don't own one,Comedy,Movie,None,6,No,7,Yes,With company,Gain,92,"No never",Italian,0,No,Juice,4,No,No,No,1_2,$11-$30,0,6,Beer,No,Don't drink lite,No,No,6,No,13,Disapprove,No,Other,Yes,Baseball,Yes,No,Yes,No,No,Yes,1,3,17,Not active,No,Yes,None,Third,Yes,no opinion,No,Yes
female,Hispanic,A big city,Apartment,No,Divorced,3.47,0,150,Front,12,Yes,2,Parents,Yes,None,Reasonable,Not,Never,Catholic,Yes,120,64,116,69,about_right,left,same,near-sighted,Yes,5,15,opposite_gender,Yes,6,1-5,Yes,5-10 years younger,If it happens,Face to face,50,4,Yes,24,15,10,Yes,1500,Rap/Hip Hop,Music,5,iPod,Have an iPod,Comedy,Book,1-3,4,No,6,Yes,With company,Lose,90,"Yes occasionally",Italian,0,Yes,Juice,2,Yes,No,Yes,1_2,0-$10,0,5,Wine,Yes,Bud,No,Yes,4,Yes,12,Disapprove,No,Democrat,No,Don't watch sports,Yes,No,Yes,No,Yes,n/r,1,3,16,6-7,Yes,No,None,First ,Yes,no opinion,No,Yes
male,Caucasian,A big city,Dorm,No,Divorced,2.8,0,600,Middle,10,Yes,6,Parents,Yes,None,Too expensive,Fairly,Never,Other,Not sure,160,65,130,65,overweight,right,same,near-sighted,Yes,6,10,same_gender,Yes,.,6-10,No,5-10 years older,If it happens,Face to face,50,1,Yes,25,50,5,Yes,120,Rock,Movies,20,iPod,Have an iPod,Comedy,Movie,1-3,7,No,7,Yes,Alone,Lose,90,"Yes occasionally",Italian,0,Yes,Soda,8,Yes,No,Yes,3_4,$11-$30,0,5,Liquor,No,Miller,No,Yes,6,Yes,14,Disapprove,No,Other,No,Hockey,Yes,Yes,Yes,No,No,Yes,7,5,0,Not active,Yes,Not active,None,Not sexually active,Yes,no opinion,Yes,Yes
female,Caucasian,A small town,Apartment,No,Married,2.71,1,360,Middle,10,No,4,Parents,Yes,None,Too expensive,Fairly,Once in a while,Catholic,Not sure,150,63,120,67,overweight,right,index,neither,Yes,4,12,opposite_gender,Yes,1,6-10,Yes,More than 10 years older,If it happens,Face to face,100,5,No,24,50,10,Yes,20,Other,Sports,10,iPod Photo,Have an iPod,Comedy,Movie,1-3,0,Yes,7,Yes,With company,Lose,110,"No never",Italian,0,Yes,Water,21,Yes,Yes,Yes,9 or more,More than $50,0,6,Beer,Yes,Miller,Yes,Yes,24,Yes,12,Disapprove,No,Democrat,No,Football,Yes,No,Yes,No,Yes,Yes,0,0,14,2-3,Yes,No,None,First ,Yes,bad idea,Yes,Yes
male,Caucasian,Rural,Dorm,No,Married,3.88,0,400,Middle,12,Yes,1,Parents,Yes,11-20,Too expensive,Fairly,Never,Catholic,Yes,144,69,150,71,about_right,right,index,neither,Don't know,5,12,same_gender,No,2,More than 25,No,0-2 years older,If it happens,Face to face,200,2,Yes,25,20,7,Yes,200,Rock,Sports,20,iPod Photo,Have an iPod,Comedy,Movie,4-6,12,No,7,Yes,With company,Gain,115,"No never",Water,0,Yes,Water,3,No,No,No,5_6,0-$10,1,6,Beer,No,Don't drink lite,No,No,10,No,16,Approve,Yes,Other,No,Basketball,Yes,No,Yes,No,No,Yes,21,2,17,Not active,No,Yes,0-2 hours,Tenth or later,No,bad idea,No,Yes
male,Caucasian,A small town,Dorm,No,Married,3.51,0,400,Middle,10,Yes,2,Parents,Yes,None,Too expensive,Not,Never,Protestant,Not sure,185,73,175,74,about_right,right,index,near-sighted,Don't know,8,20,same_gender,No,1,1-5,No,0-2 years younger,Very important,Face to face,50,2,No,28,8,6,Yes,30,Other,Sports,40,iPod Photo,Have an iPod,Comedy,Movie,1-3,7,No,6,Yes,Alone,Lose,120,"No never",Italian,1,Yes,Water,8,No,No,Yes,5_6,$30-$50,3,6,Beer,No,Miller,No,No,15,No,14,Approve,Yes,Republican,No,Football,Yes,No,Yes,No,No,Yes,1,1,18,Once,No,Yes,0-2 hours,First ,No,no opinion,No,Yes
female,Caucasian,Rural,Dorm,No,Divorced,3.38,1,150,Middle,15,No,3,Parents,Yes,None,Too expensive,Fairly,Never,Other,Yes,140,66,125,67,about_right,right,ring,near-sighted,Yes,4,14,same_gender,Yes,3,1-5,No,5-10 years older,If it happens,Face to face,20,1,Yes,26,30,0,Yes,60,Country,Music,60,No,Don't own one,Romance,Movie,1-3,6,No,7,Yes,With company,Lose,95,"No never",Water,0,No,Soda,0,No,No,No,0,0-$10,0,0,Wine,No,Miller,No,No,0,No,.,Approve,Yes,Republican,No,Don't watch sports,No,No,No,No,No,No,2,14,18,Not active,No,No,None,Tenth or later,Yes,no opinion,No,Yes
female,Hispanic,Suburban,Apartment,No,Divorced,2.63,0,200,Middle,7,No,6,Scholar/Parents ,Yes,None,Too expensive,Very,Once in a while,Other,Yes,125,63,120,67,overweight,right,index,near-sighted,Yes,4,17,opposite_gender,Yes,.,1-5,Yes,2-4 years older,If it happens,Face to face,5,2,Yes,23,200,3,Yes,20,Rap/Hip Hop,Music,5,No,Have a Dell,Comedy,Movie,None,3,No,7,Yes,With company,Lose,55,"No never",Italian,0,No,Juice,3,No,No,Yes,1_2,0-$10,0,2,Wine,No,Don't drink lite,No,No,1,No,21,Disapprove,Yes,Democrat,No,Basketball,No,Yes,No,*,No,Yes,1,.,0,Not active,No,Not active,None,Not sexually active,No,no opinion,Yes,Yes
male,Caucasian,A big city,Apartment,Yes,Divorced,2.3,3,250,Middle,4,Yes,10,Me,No,1-10,Too expensive,Not,Never,Atheist,No,215,72,190,73,overweight,right,ring,near-sighted,Yes,8,19,same_gender,No,2,1-5,No,5-10 years older,If it happens,Face to face,30,2,Yes,28,78,14,Yes,50,Rap/Hip Hop,Sports,30,Other,Have an iPod,Comedy,Movie,1-3,2,Yes,8,Yes,With company,Lose,110,"No never",Italian,0,Yes,Milk,16,Yes,Yes,Yes,9 or more,$30-$50,0,12,Beer,Yes,Don't drink lite,Yes,Yes,31,Yes,15,Disapprove,No,Democrat,No,Football,No,No,Yes,No,No,n/r,2,0,16,Once,No,No,2-4 hours,Second,Yes,no opinion,Yes ,No
female,Caucasian,A small town,Dorm,No,Married,3.13,0,150,Front,8,Yes,3,Parents,Yes,None,Too expensive,Very,Never,Catholic,Yes,137,72,130,72,about_right,right,index,neither,Yes,6,13,same_gender,No,3,6-10,Yes,2-4 years older,Very important,Face to face,50,1,Yes,24,30,10,Yes,200,Country,Books,30,No,Other,Drama,Book,>6,2,No,8,No,Alone,Lose,70,"No never",Italian,0,No,Milk,11,No,No,No,5_6,$11-$30,0,4,Liquor,No,Bud,No,No,8,No,18,Approve,Yes,Republican,No,Football,No,Yes,No,Yes,No,No,3,.,0,Not active,No,Not active,None,Not sexually active,No,bad idea,No,Yes
female,Caucasian,Suburban,Apartment,No,Divorced,3.27,2,550,Middle,5,Yes,4,Parents,Yes,1-10,Too expensive,Not,Never,Agnostic,Yes,170,67,150,68,overweight,right,ring,neither,Don't know,5,13,no_preference,Yes,3,6-10,No,5-10 years older,If it happens,Face to face,100,2,Yes,27,300,9,Yes,100,Rap/Hip Hop,Movies,100,iPod,Have an iPod,Comedy,Book,1-3,4,No,7,Yes,With company,Lose,110,"No never",Italian,1,Yes,Soda,12,Yes,No,Yes,3_4,$30-$50,0,8,Liquor,Yes,Bud,No,Yes,6,Yes,13,Disapprove,No,Democrat,No,Football,Yes,No,Yes,No,No,Yes,0,6,18,Not active,Yes,Yes,None,Second,No,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,Yes,Married,3.82,0,400,Middle,12,Yes,4,Parents,Yes,None,Too expensive,Fairly,Never,Catholic,Yes,102,65,105,65,underweight,left,index,near-sighted,Yes,4,19,opposite_gender,No,5,11-25,No,5-10 years older,If it happens,Face to face,30,2,Yes,23,50,4,Yes,1250,Pop,Movies,30,iPod Mini,Have an iPod,Comedy,Movie,1-3,8,No,7,No,Alone,Stay the same,135,"No never",Italian,1,Yes,Water,5,No,No,No,5_6,$11-$30,0,5,Liquor,No,Coors,No,No,6,No,16,Disapprove,No,Republican,Yes,Baseball,Yes,No,No,No,Yes,Yes,2,3,17,4-5,No,Yes,None,Fourth,Yes,no opinion,No,Yes
female,Caucasian,Rural,Apartment,No,Married,3.88,0,320,Middle,10,No,5,Parents,Yes,1-10,Too expensive,Very,Once in a while,Catholic,Yes,130,65,120,67,about_right,right,index,neither,Yes,4,11,no_preference,No,3,1-5,No,5-10 years younger,If it happens,Face to face,25,2,Yes,25,50,12,Yes,80,Country,Sports,10,Other,Have an iPod,Romance,Movie,1-3,5,No,8,No,Alone,Lose,90,"No never",Italian,0,No,Water,9,No,No,No,3_4,$11-$30,0,3,Liquor,No,Miller,No,No,5,No,18,Approve,Yes,Republican,No,Football,Yes,Yes,No,Yes,No,Yes,2,.,0,Not active,No,Not active,None,Not sexually active,No,no opinion,No,Yes
male,Caucasian,Rural,Frat ,Yes,Married,3.04,1,350,Middle,5,No,1,Parents,Yes,None,Reasonable,Not,Never,Agnostic,Not sure,170,69,160,72,about_right,right,ring,neither,Don't know,6,16,no_preference,No,.,6-10,Yes,3-4 years younger,If it happens,Face to face,50,3,Yes,26,20,10,Yes,60,Rap/Hip Hop,Movies,200,No,Don't own one,Other,Movie,None,1,Yes,7,Yes,Alone,Lose,100,"No never",Italian,1,No,Water,10,No,No,Yes,5_6,$11-$30,0,8,Liquor,No,Miller,No,No,10,No,17,Disapprove,No,Other,No,Football,No,No,Yes,No,No,Yes,0,1,17,Once,No,Yes,None,First ,No,great idea,No,No
female,Caucasian,A small town,Frat ,Yes,Married,3.7,1,400,Front,9,Yes,2,Parents,Yes,None,Too expensive,Very,Never,Jewish,Yes,145,69,135,67,about_right,left,index,far-sighted,Don't know,5,20,same_gender,No,5,11-25,No,5-10 years younger,If it happens,Face to face,30,2,Yes,28,100,14,Yes,420,Rock,Music,50,iPod,Have an iPod,Comedy,Movie,1-3,6,No,7,Yes,Alone,Lose,110,"No never",Water,0,Yes,Water,15,No,No,No,5_6,$11-$30,0,5,Wine,No,Miller,No,No,11,No,15,Approve,Yes,Republican,No,Football,No,No,No,No,Yes,Yes,5,15,17,Not active,No,Yes,None,Sixth,Yes,bad idea,No,Yes
male,AfrAm/Bl,A big city,Dorm,No,Married,3.05,1,350,Front,21,No,4,All by scholarships,Yes,None,Too expensive,Very,Never,Other,Yes,185,75,.,80,about_right,left,index,far-sighted,Yes,7,17,opposite_gender,Yes,1,11-25,No,5-10 years younger,If it happens,Face to face,40,2,Yes,24,20,0,Yes,210,Rap/Hip Hop,Sports,2,No,Other,Comedy,Movie,1-3,10,No,7,Yes,With company,Gain,95,"No never",Water,0,No,Juice,0,No,No,Yes,3_4,0-$10,0,6,Liquor,No,Miller,No,No,2,No,18,Disapprove,No,Democrat,No,Basketball,Yes,No,Yes,Yes,Yes,No,2,2,16,4-5,No,No,None,Second,No,bad idea,No,Yes
female,Caucasian,Suburban,Apartment,No,Married,3.4,0,400,Middle,30,No,3,Parents,Yes,1-10,Too expensive,Very,Once in a while,Catholic,Yes,140,64,130,67,about_right,right,ring,neither,Yes,3,18,same_gender,No,5,6-10,No,3-4 years younger,If it happens,Face to face,40,3,Yes,25,100,17,Yes,120,Pop,Movies,50,iPod Mini,Don't own one,Romance,Movie,1-3,5,No,8,No,With company,Stay the same,80,"No never",Italian,1,No,Water,2,No,No,No,3_4,$30-$50,0,3,Wine,No,Don't drink lite,No,Yes,10,No,15,Approve,No,Republican,No,Football,Yes,No,No,Yes,Yes,No,7,30,18,Once,Yes,Yes,None,Tenth or later,No,great idea,No,Yes
male,Caucasian,A small town,Dorm,No,Married,3.36,0,550,Middle,25,Yes,5,Parents,Yes,None,Too expensive,Fairly,Once in a while,Other,Yes,160,68,175,70,underweight,right,ring,near-sighted,Don't know,6,17,no_preference,No,3,11-25,Yes,3-4 years younger,If it happens,Face to face,60,4,Yes,25,10,12,Yes,120,Rap/Hip Hop,Movies,50,No,Don't own one,Comedy,Movie,1-3,12,No,7,Yes,With company,Gain,110,"No never",Italian,0,No,Juice,12,No,No,No,5_6,$30-$50,0,8,Beer,No,Miller,No,No,8,No,6,Approve,Yes,Other,No,Football,Yes,Yes,No,Yes,No,No,1,10,0,Not active,No,Not active,0-2 hours,Not sexually active,No,no opinion,No,No
female,Other,Suburban,Apartment,No,Married,3.62,2,300,Middle,6,No,2,Parents,Yes,1-10,Too expensive,Fairly,Never,Catholic,Yes,115,61,105,63,about_right,right,ring,near-sighted,Yes,2,15,same_gender,No,.,11-25,No,2-4 years older,If it happens,Face to face,40,0,Yes,26,50,15,Yes,25,Other,Movies,60,iPod Mini,Have an iPod,Drama,Movie,1-3,1,No,10,Yes,With company,Lose,90,"No never",Water,1,Yes,Juice,15,No,No,No,9 or more,$30-$50,1,5,Beer,No,Miller,No,No,15,No,15,Approve,No,Other,No,Football,Yes,Yes,No,No,No,Yes,5,10,0,Not active,Yes,Not active,None,Not sexually active,Yes,no opinion,No,Yes
female,Caucasian,A big city,Dorm,No,Divorced,3.75,0,500,Middle,10,No,3,Scholar/Me ,Yes,None,Too expensive,Fairly,Once in a while,Catholic,Yes,135,70,115,66,about_right,right,ring,near-sighted,Yes,5,15,same_gender,Yes,5,More than 25,Yes,3-4 years younger,If it happens,Face to face,25,3,Yes,26,20,14,Yes,30,Rock,Music,15,iPod Mini,Have an iPod,Comedy,Movie,4-6,8,No,7,Yes,Alone,Lose,99,"No never",Water,0,Yes,Water,14,No,Yes,No,3_4,$11-$30,1,6,Liquor,No,Bud,Yes,No,11,No,12,Disapprove,No,Democrat,No,Football,Yes,No,Yes,Yes,No,Yes,0,3,16,Once,Yes,No,None,Second,Yes,no opinion,No,Yes
female,Caucasian,Suburban,Apartment,No,Married,3.14,2,300,Middle,5,No,10,Parents,Yes,11-20,Too expensive,Fairly,Never,Catholic,Yes,140,68,120,66,overweight,right,ring,neither,Yes,5,15,no_preference,No,.,11-25,No,2-4 years older,If it happens,Face to face,40,1,Yes,24,50,15,Yes,30,Other,Movies,60,No,Have a Dell,Action,Movie,1-3,1,No,10,Yes,With company,Lose,100,"No never",Water,2,Yes,Soda,15,No,No,No,9 or more,$30-$50,4,6,Beer,No,Miller,No,No,15,No,16,Disapprove,No,Other,No,Football,Yes,Yes,No,No,No,No,3,10,0,Not active,No,Not active,None,Tenth or later,Yes,no opinion,No,Yes
female,Caucasian,Suburban,Apartment,No,Married,3.83,2,320,Middle,5,No,7,Parents,Yes,None,Too expensive,Fairly,Never,Catholic,Yes,120,68,125,64,about_right,left,index,near-sighted,Yes,4,15,same_gender,No,.,More than 25,Yes,2-4 years older,If it happens,Face to face,40,0,Yes,26,100,15,Yes,25,Other,Music,60,No,Don't own one,Comedy,Movie,4-6,1,No,9,Yes,With company,Nothing,80,"No never",Water,1,No,Soda,15,Yes,No,Yes,9 or more,$30-$50,0,6,Beer,No,Miller,No,No,15,No,14,Disapprove,No,Democrat,No,Football,No,No,Yes,No,No,Yes,0,10,17,Not active,Yes,Yes,None,Tenth or later,Yes,no opinion,No,Yes
female,Caucasian,A big city,Dorm,No,Married,3.94,3,150,Back,3,Yes,7,Parents,Yes,None,Too expensive,Very,Never,Catholic,Yes,140,67,130,68,overweight,left,index,near-sighted,Don't know,5,9,opposite_gender,No,5,More than 25,Yes,3-4 years younger,If it happens,Face to face,40,1,Yes,25,60,9,Yes,60,Rock,Music,100,iPod,Have an iPod,Comedy,Movie,4-6,4,No,7,No,With company,Lose,108,"No never",Water,0,No,Milk,10,No,No,Yes,9 or more,$30-$50,0,9,Liquor,No,Miller,No,No,5,No,16,Disapprove,No,Republican,No,Basketball,Yes,Yes,No,No,No,Yes,1,10,0,Not active,No,Not active,0-2 hours,Not sexually active,Yes,no opinion,No,Yes
male,Caucasian,Suburban,Frat ,Yes,Married,2.57,1,500,Back,3,Yes,5,Parents,Yes,>20,Too expensive,Fairly,Never,Catholic,Yes,180,73,185,75,about_right,right,ring,neither,Yes,8,18,same_gender,Yes,3,6-10,No,0-2 years older,If it happens,Phone,50,0,Yes,28,5,12,Yes,100,Rap/Hip Hop,Video Games,1000,iPod Photo,Have an iPod,Comedy,Movie,>6,10,No,7,No,Alone,Gain,115,"No never",Italian,1,Yes,Water,12,Yes,No,Yes,9 or more,More than $50,1,6,Beer,No,Miller,No,Yes,21,Yes,15,Approve,No,Republican,Yes,Football,Yes,No,Yes,Yes,No,Yes,0,3,18,Not active,No,Yes,2-4 hours,Seventh,No,no opinion,No,Yes
female,Caucasian,Rural,Apartment,No,Married,3.3,2,350,Front,12,Yes,2,Me,Yes,None,Too expensive,Very,Once in a while,Catholic,Yes,145,66,135,60,overweight,right,same,neither,Yes,4,7,no_preference,Yes,.,11-25,Yes,5-10 years older,If it happens,Face to face,100,3,Yes,22,50,12,Yes,2500,Rap/Hip Hop,Sports,50,iPod Mini,Other,Romance,Movie,4-6,7,No,5,Yes,With company,Stay the same,125,"No never",Italian,0,No,Water,5,No,No,No,1_2,0-$10,0,2,Wine,No,Beast Ice,No,No,3,No,17,Disapprove,No,Democrat,No,Football,Yes,Yes,No,Yes,No,No,6,.,0,Not active,Yes,Not active,None,Not sexually active,No,no opinion,No,Yes
male,Caucasian,Suburban,Apartment,Yes,Married,2.5,1,300,Middle,10,Yes,5,Me,Yes,1-10,Reasonable,Very,Once in a while,Jewish,Yes,200,67,180,69,overweight,right,ring,far-sighted,Don't know,7,10,no_preference,No,8,More than 25,Yes,2-4 years older,If it happens,Email/IM,30,2,Yes,27,30,15,Yes,700,Rock,Video Games,150,iPod Mini,Have an iPod,Comedy,Movie,1-3,4,No,5,Yes,Alone,Lose,115,"No never",Water,0,No,Alcohol,20,Yes,No,No,5_6,More than $50,0,13,Liquor,No,Don't drink lite,No,No,25,No,17,Disapprove,Yes,Other,No,Hockey,Yes,Yes,Yes,No,No,Yes,0,3,0,Not active,No,Not active,0-2 hours,Not sexually active,No,no opinion,No,Yes
female,Caucasian,A big city,Dorm,Yes,Married,3.4,1,250,Back,10,Yes,6,Parents,Yes,None,Too expensive,Very,Once in a while,Catholic,Yes,120,65,115,66,about_right,right,index,neither,No,3,18,no_preference,No,2,6-10,No,5-10 years older,Very important,Face to face,100,2,Yes,26,0,16,Yes,1000,Other,Movies,6,iPod Mini,Have an iPod,Romance,Movie,4-6,12,No,6,Yes,With company,Lose,60,"No never",Water,2,No,Soda,16,Yes,No,No,5_6,0-$10,0,3,Liquor,No,Bud,No,Yes,14,Yes,13,Approve,No,Republican,No,Football,Yes,No,No,No,Yes,No,0,.,.,Not active,Yes,Yes,None,Not sexually active,No,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,No,Married,3.78,0,250,Middle,30,No,2,Scholar/Parents ,Yes,None,Too expensive,Fairly,Never,Protestant,Yes,135,66,120,66,about_right,right,index,near-sighted,Yes,4,13,same_gender,No,2,More than 25,Yes,5-10 years older,If it happens,Face to face,25,2,Yes,26,.,2,Yes,75,Rock,Books,35,iPod Mini,Have an iPod,Romance,Book,1-3,4,No,8,Yes,Alone,Lose,80,"No never",Italian,0,No,Milk,2,No,No,No,1_2,0-$10,0,4,Wine,No,Coors,No,No,0,No,16,Disapprove,No,Democrat,No,Football,No,Yes,No,No,No,No,0,10,0,Not active,No,Not active,None,Not sexually active,Yes,great idea,No,Yes
male,Caucasian,A small town,Dorm,Yes,Married,3.86,0,350,Middle,4,Yes,3,Parents,Yes,None,Too expensive,Fairly,Never,Catholic,Yes,150,74,175,75,underweight,right,same,neither,Yes,7,15,no_preference,No,5,1-5,No,0-2 years younger,Not important,Face to face,30,0,Yes,24,10,16,Yes,75,Rock,Sports,10,iPod Mini,Have an iPod,Comedy,Movie,1-3,5,No,6,Yes,Alone,Gain,80,"No never",Italian,0,No,Juice,15,No,No,Yes,9 or more,$30-$50,0,10,Beer,No,Don't drink lite,No,No,17,No,17,Approve,Yes,Democrat,No,Football,Yes,Yes,Yes,No,No,Yes,0,2,0,Not active,No,Not active,0-2 hours,Third,Yes,great idea,No,Yes
female,Caucasian,Suburban,Frat ,Yes,Married,2.98,1,300,Middle,20,No,7,Parents,Yes,None,Too expensive,Fairly,Once in a while,Catholic,Yes,130,62,120,65,about_right,right,index,near-sighted,Yes,4,10,same_gender,Yes,7,11-25,No,2-4 years older,If it happens,Face to face,20,1,Yes,28,50,12,Yes,150,Rock,Movies,40,iPod Mini,Have an iPod,Comedy,Movie,1-3,1,No,7,Yes,Alone,Lose,115,"No never",Italian,0,No,Water,12,No,No,Yes,7_8,$11-$30,0,7,Beer,No,Miller,No,No,11,Yes,16,Disapprove,No,Other,No,Football,Yes,Yes,Yes,No,No,Yes,0,5,0,Not active,No,Not active,None,Not sexually active,Yes,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,No,Married,3.5,0,300,Front,15,Yes,5,Parents,Yes,None,Too expensive,Not,Never,Other,Not sure,105,67,110,65,about_right,right,index,near-sighted,Don't know,3,10,same_gender,No,.,11-25,Yes,2-4 years older,If it happens,Face to face,100,1,Yes,24,75,12,Yes,90,Country,Movies,50,iPod Mini,Have an iPod,Comedy,Movie,1-3,5,No,7,Yes,Alone,Lose,90,"No never",Water,0,No,Water,2,No,No,No,3_4,0-$10,0,5,Beer,No,Coors,No,No,5,No,16,Approve,Yes,Republican,No,Basketball,Yes,No,Yes,No,No,Yes,0,50,17,2-3,No,Yes,None,Tenth or later,Yes,no opinion,No,Yes
female,Caucasian,Suburban,Frat ,Yes,Divorced,3.5,0,400,Middle,5,Yes,4,Parents,Yes,None,Too expensive,Fairly,Never,Protestant,Yes,143,66,130,65,overweight,right,index,near-sighted,No,5,13,same_gender,No,8,11-25,No,5-10 years older,Very important,Face to face,100,1,Yes,28,21,8,Yes,3,Pop,Movies,2,iPod,Have an iPod,Romance,Movie,1-3,3,No,7,Yes,Alone,Stay the same,90,"No never",Italian,0,Yes,Alcohol,11,Yes,No,Yes,7_8,$11-$30,2,5,Beer,No,Miller,No,Yes,15,Yes,12,Disapprove,No,Democrat,No,Football,Yes,No,Yes,No,No,Yes,2,2,17,Not active,Yes,No,None,Third,Yes,no opinion,No,Yes
female,Caucasian,A small town,Dorm,No,Married,3.335,0,300,Middle,15,Yes,5,Scholar/Me ,Yes,None,Too expensive,Fairly,Once in a while,Protestant,Yes,180,64,160,66,about_right,right,ring,near-sighted,Yes,6,14,opposite_gender,No,10,More than 25,Yes,2-4 years older,If it happens,Face to face,50,1,Yes,28,25,6,Yes,500,Pop,Sports,10,iPod Mini,Have an iPod,Comedy,Book,4-6,8,No,9,Yes,With company,Lose,100,"No never",Italian,0,No,Water,4,No,No,No,3_4,$11-$30,0,7,Liquor,No,Coors,No,No,10,No,17,Approve,Yes,Republican,No,Football,Yes,No,Yes,No,No,No,5,10,18,2-3,No,Yes,None,Second,Yes,no opinion,Yes,Yes
