Gender,Race,HomeTwn,Live,Greek?,Parents,GPA,SkipCl,TextSpd,SitArea,HrsStudy,FornTeach,HrsCompu,PayEduc,GetEduc,HrsWork,HubFood,Relimport,ReadBibl,RelPref,God?,Weight,Height,IdlWt,IdlHt,ViewWt,Handed,LongFing,EyeSight,SelfAttr,ShoeSize,LooksImp,MakeFrnds,DateRace,InstMsgr,PeopKiss,DatePerly,AgeDiff,FutSpous,HowComm,DateSpnd,LongRels,UseFaceBk,AgeMarry,CDsOwn,Parties,CellPhn,MinTalk,FavMusic,EntrPref,CDsBurnd,OwnIPod,MP3Playr,MovyGenr,Book_Movy,SpendTVA,HrsExer,SmokeCig,HrsSleep,Abortion,ExerPref,WtTry,FastDrvn,SameSex,IceTerm,CitedOff,DrvnInfl,BevPref,DaysAlco,SmokedMj,Ecstasy,LegalMj?,DrnksUsl,SpndAlco,DrvnDrnk,DrnkIntox,DrnkPref,Shroomed,LiteBeer,Cocaine?,MjBrowny,MostBeer,RolldMj?,Age1stDrk,BushJob,AttkIraq,PolAffln,JoepaQuit,TVSport,HSSports,Virgin,SexNoRel,SexB4Mar,CheatdSO,CheatTel,SexPartns,DatesB4Sex,AgeLostIt,Sex/Week,SameSex_1,UseProtn,HrsPorn,MinDatesB4,OKSameSex,Speed-Dating,SexUnsure,PreMarSex
male,Caucasian,Suburban,Dorm,No,Married,3.86,0,200,Middle,4,Yes,2,Parents,Yes,1-10,Too expensive,Not,Never,Agnostic,Yes,163,70,180,72,about_right,right,ring,near-sighted,Yes,7,12,same_gender,No,1,11-25,No,0-2 years younger,If it happens,Face to face,30,0,Yes,25,1,10,Yes,30,Rock,Music,10,iPod Mini,Have an iPod,Action,Movie,None,5,No,8,No,With company,Gain,110,"No never",Italian,0,Yes,Water,12,Yes,No,Yes,5_6,0-$10,0,5,Liquor,No,Coors,No,Yes,15,Yes,16,Disapprove,No,Other,Yes,Football,No,No,Yes,No,No,Yes,2,0,17,Not active,No,Yes,None,First ,Yes,bad idea,Yes,Yes
male,AfrAm/Bl,A big city,Apartment,No,Married,2.6,2,600,Middle,8,No,10,Me,No,None,Reasonable,Fairly,Once in a while,Other,Yes,165,71,190,71,about_right,right,same,neither,Yes,6,12,no_preference,Yes,7,11-25,No,0-2 years younger,If it happens,Face to face,50,3,Yes,26,50,1,Yes,.,Other,Movies,.,No,Other,Action,Movie,None,.,No,.,Yes,With company,Stay the same,145,"No never",Italian,2,Yes,Juice,9,Yes,Yes,No,5_6,$11-$30,6,6,Beer,Yes,Coors,Yes,Yes,11,Yes,13,Disapprove,No,Democrat,No,Football,Yes,No,Yes,No,Yes,No,16,2,13,2-3,No,No,0-2 hours,First ,No,great idea,No,Yes
female,Caucasian,Suburban,Dorm,No,Married,3.15,2,375,Middle,10,Yes,3,Parents,Yes,1-10,Too expensive,Not,Never,Protestant,Yes,140,62,110,64,overweight,right,same,neither,Don't know,2,10,no_preference,No,.,6-10,Yes,5-10 years older,If it happens,Face to face,20,2,Yes,24,120,8,Yes,400,Rock,Movies,25,iPod Mini,Have an iPod,Comedy,Movie,None,2,No,6,Yes,Alone,Lose,100,"No never",Water,2,Yes,Water,8,Yes,No,Yes,5_6,0-$10,0,5,Liquor,No,Miller,No,No,5,Yes,15,Disapprove,No,Democrat,No,Football,No,No,No,No,No,No,2,3,17,Not active,No,No,None,Third,Yes,no opinion,No,Yes
female,Hispanic,A big city,Dorm,No,Divorced,2.96,1,300,Front,15,No,3,Parents,Yes,None,Reasonable,Not,Never,Catholic,Not sure,132,62,120,65,about_right,right,index,far-sighted,Yes,4,16,opposite_gender,Yes,8,11-25,No,5-10 years older,If it happens,Phone,50,5,Yes,30,100,10,Yes,60,Other,Movies,10,iPod,Have an iPod,Comedy,Book,1-3,1,No,6,Yes,Alone,Lose,65,Once or twice,Italian,0,No,Water,10,Yes,No,No,3_4,0-$10,0,5,Liquor,Yes,Miller,No,No,10,No,14,Disapprove,No,Democrat,No,Baseball,No,No,Yes,No,Yes,Yes,14,3,16,6-7,Yes,No,None,Third,Yes,no opinion,No,Yes
male,Caucasian,A big city,Dorm,No,Married,3.6,1,350,Middle,6,Yes,5,Parents,No,None,Reasonable,Not,Never,Protestant,Yes,220,71,170,72,overweight,right,ring,near-sighted,Don't know,8,15,same_gender,Yes,.,6-10,No,5-10 years older,Not important,Email/IM,20,1,Yes,28,0,1,No,0,Pop,Movies,160,No,Don't own one,Comedy,Movie,1-3,0,No,8,Yes,Alone,Lose,90,"No never",Italian,0,No,Water,1,No,No,No,3_4,0-$10,0,9,Wine,No,Don't drink lite,No,No,12,No,15,Approve,Yes,Republican,No,Football,Yes,No,Yes,No,No,No,2,6,13,Not active,No,Yes,0-2 hours,Tenth or later,Yes,great idea,No,Yes
female,Asian,A big city,Apartment,No,Married,.,0,100,Front,28,No,4,Parents,Yes,None,Not too expensive,Not,Never,Other,No,.,.,.,.,about_right,left,index,far-sighted,No,4,19,same_gender,No,2,1-5,Yes,2-4 years older,Not important,Face to face,3,6,No,25,50,1,No,2,Other,Sports,1,iPod Mini,Have an iPod,Drama,Movie,1-3,0,No,5,No,With company,Lose,0,"No never",Water,0,No,Water,4,No,No,No,1_2,0-$10,0,4,Liquor,No,Bud,No,No,9,No,3,Disapprove,No,Other,No,Basketball,Yes,No,No,No,No,n/r,1,1,6,Not active,No,No,None,Sixth,Yes,bad idea,No,Yes
male,Caucasian,Suburban,Dorm,No,Divorced,3.05,1,350,Back,3,Yes,2,Scholar/Me ,No,None,Too expensive,Fairly,Once in a while,Catholic,Yes,175,65,175,74,about_right,right,ring,near-sighted,No,6,15,no_preference,Yes,8,1-5,No,More than 10 years older,Very important,Face to face,150,2,Yes,25,30,6,Yes,60,Rock,Sports,30,iPod,Have an iPod,Comedy,Movie,4-6,15,No,7,Yes,With company,Stay the same,110,"No never",Italian,2,Yes,Water,3,No,No,No,1_2,0-$10,1,5,Liquor,No,Coors,No,No,20,No,18,Disapprove,No,Other,No,Football,Yes,Yes,Yes,No,No,Yes,2,5,0,Not active,No,Not active,0-2 hours,Not sexually active,Yes,no opinion,No,Yes
male,Caucasian,A small town,Apartment,No,Married,2.85,2,350,Middle,3,Yes,1,Me,No,>20,Too expensive,Very,Once in a while,Protestant,Yes,204,69,180,61,overweight,right,index,near-sighted,Yes,5,20,opposite_gender,No,0,More than 25,No,5-10 years younger,If it happens,Face to face,80,3,No,29,40,3,Yes,60,Rock,Sports,10,No,Other,Comedy,Movie,>6,5,Yes,8,Yes,With company,Lose,110,"No never",Italian,0,Yes,Juice,6,No,No,No,7_8,More than $50,5,8,Beer,No,Miller,No,No,30,No,12,Disapprove,Yes,Republican,No,Football,Yes,No,Yes,Yes,Yes,No,13,1,15,4-5,No,No,None,First ,No,no opinion,No,Yes
male,Caucasian,Suburban,Apartment,No,Married,1.5,1,220,Front,12,Yes,6,Me,Yes,11-20,Too expensive,Very,Once in a while,Other,Yes,165,71.5,170,73,about_right,right,ring,near-sighted,Yes,7,12,no_preference,No,.,More than 25,Yes,3-4 years younger,If it happens,Face to face,50,5,Yes,25,5,4,Yes,175,Rap/Hip Hop,Sports,20,iPod,Have an iPod,Comedy,Movie,1-3,2,Yes,8,No,Alone,Stay the same,120,"No never",Italian,0,Yes,Water,14,Yes,Yes,No,3_4,More than $50,.,8,Beer,Yes,Miller,Yes,No,16,Yes,13,Approve,Yes,Republican,No,Football,Yes,No,Yes,Yes,Yes,No,21,0,14,Once,No,No,0-2 hours,First ,No,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,No,Married,2.8,2,400,Back,20,No,6,Parents,No,None,Too expensive,Not,Once in a while,Other,Not sure,135,63,120,65,about_right,right,index,far-sighted,Don't know,3,12,no_preference,No,6,6-10,Yes,2-4 years older,If it happens,Face to face,30,1,Yes,25,200,10,Yes,90,Rock,Music,100,No,Have a Dell,Drama,Movie,1-3,3,No,7,No,Alone,Lose,110,"No never",Water,0,No,Water,10,No,No,Yes,3_4,0-$10,0,4,Liquor,No,Don't drink lite,No,No,8,No,15,Approve,No,Republican,No,Hockey,No,Yes,No,No,Yes,Yes,0,20,0,Not active,No,Not active,None,Not sexually active,Yes,no opinion,No,Yes
female,Caucasian,A small town,At home,No,Divorced,3,0,300,Front,15,Yes,6,Me,Yes,>20,Too expensive,Not,Never,Other,Yes,165,72,145,72,overweight,right,ring,near-sighted,Yes,7,15,opposite_gender,No,1,More than 25,Yes,5-10 years younger,Not important,Face to face,25,3,No,21,40,1,Yes,200,Country,Movies,40,No,Don't own one,Comedy,Movie,1-3,5,Yes,6,Yes,Alone,Lose,90,"No never",Italian,0,Yes,Soda,1,No,Yes,Yes,1_2,0-$10,0,5,Beer,No,Coors,No,Yes,10,Yes,12,Approve,Yes,Republican,No,Football,Yes,No,Yes,No,Yes,No,4,2,15,2-3,No,No,0-2 hours,First ,Yes,no opinion,Yes,Yes
female,Caucasian,Suburban,Dorm,No,Married,3.7,0,600,Front,10,No,4,Me,Yes,1-10,Too expensive,Not,Never,Other,Yes,130,62,120,64,about_right,right,ring,near-sighted,Don't know,2,10,no_preference,No,3,6-10,No,0-2 years older,Not important,Face to face,20,4,Yes,23,200,4,Yes,100,Other,Music,25,iPod Photo,Have an iPod,Comedy,Movie,1-3,6,No,8,Yes,With company,Lose,90,"No never",Water,0,No,Milk,6,Yes,No,Yes,3_4,0-$10,8,3,Wine,No,Miller,No,Yes,5,Yes,16,Disapprove,No,Other,No,Football,Yes,No,No,No,No,Yes,1,10,18,2-3,Yes,Yes,None,Tenth or later,Yes,bad idea,No,Yes
female,Caucasian,Suburban,Dorm,No,Married,3,0,200,Middle,5,Yes,1.5,Parents,Yes,1-10,Too expensive,Fairly,Never,Protestant,Yes,130,65,120,66,about_right,right,same,near-sighted,No,4,14,opposite_gender,No,2,n/r,Yes,0-2 years older,If it happens,Face to face,.,2,Yes,27,.,9,Yes,100,Rock,Music,.,Other,Have an iPod,Comedy,Movie,4-6,7,No,6,Yes,Alone,Lose,101,"No never",Italian,2,Yes,Water,8,Yes,No,Yes,3_4,0-$10,.,6,Liquor,No,Miller,No,Yes,5,No,16,Approve,Yes,Democrat,No,Football,Yes,No,Yes,No,Yes,Yes,2,.,16,Not active,No,Yes,None,Not sexually active,Yes,no opinion,No,Yes
female,Caucasian,A big city,Apartment,No,Married,2.81,4,150,Back,3,Yes,3,Parents,Yes,11-20,Too expensive,Not,Never,Catholic,Yes,120,66,115,62,overweight,right,ring,far-sighted,Don't know,4,17,opposite_gender,No,3,More than 25,Yes,2-4 years older,Very important,Face to face,50,2,Yes,23,25,12,Yes,100,Rap/Hip Hop,Sports,10,No,Don't own one,Comedy,Movie,1-3,3,No,8,Yes,With company,Lose,100,"No never",Water,2,Yes,Water,11,Yes,No,No,5_6,$11-$30,1,10,Liquor,No,Miller,Yes,No,18,No,13,Disapprove,Yes,Other,No,Football,Yes,No,Yes,No,Yes,No,4,5,15,Not active,No,Not active,None,Not sexually active,Yes,no opinion,No,Yes
male,Asian,A small town,Apartment,No,Married,2.3,1,0,Middle,2,No,4,Parents,Yes,None,Reasonable,Fairly,Once in a while,Protestant,Yes,206,67,165,72,overweight,right,ring,neither,Don't know,6,10,no_preference,Yes,2,1-5,Yes,5-10 years older,If it happens,Phone,100,2,No,24,50,9,Yes,150,Rap/Hip Hop,Sports,300,No,Other,Action,Movie,1-3,16,No,9,No,With company,Lose,130,"No never",Italian,2,Yes,Soda,3,No,No,Yes,1_2,0-$10,0,6,Liquor,No,Coors,No,No,9,No,14,Disapprove,No,Other,No,Basketball,No,No,No,Yes,No,Yes,2,14,16,2-3,No,No,0-2 hours,Tenth or later,Yes,no opinion,No,Yes
female,Caucasian,A small town,Dorm,No,Married,3.7,0,400,Front,25,No,1,Me,Yes,11-20,Too expensive,Very,Once in a while,Protestant,Yes,155,71,140,67,about_right,right,index,far-sighted,Don't know,7,13,no_preference,No,2,1-5,Yes,3-4 years younger,If it happens,Face to face,30,2,Yes,24,30,2,Yes,1000,Pop,Movies,15,No,Don't own one,Romance,Movie,1-3,3,No,7,No,Alone,Lose,65,"No never",Italian,0,No,Water,3,No,No,No,1_2,$11-$30,0,3,Liquor,No,Don't drink lite,No,No,0,No,18,Approve,Yes,Republican,No,Football,Yes,Yes,No,Yes,No,Yes,0,.,0,Not active,No,Not active,None,Not sexually active,No,no opinion,No,Yes
female,Caucasian,A small town,Dorm,No,Married,3.2,1,550,Middle,15,Yes,5,Scholar/Parents ,Yes,None,Too expensive,Very,Often,Other,Yes,186,65,140,65,overweight,right,ring,near-sighted,No,5,13,no_preference,Yes,.,1-5,Yes,0-2 years younger,Not important,Face to face,.,0,Yes,30,40,0,Yes,40,Other,Movies,6,No,Don't own one,Drama,Movie,1-3,3,No,9,No,Alone,Lose,100,"No never",Italian,0,No,Soda,0,No,No,No,0,0-$10,0,.,Non Drinker,No,Don't drink lite,No,No,0,No,.,Approve,Yes,Republican,No,Football,Yes,Yes,No,Yes,No,Yes,0,.,0,Not active,No,Not active,None,Not sexually active,No,bad idea,No,No
male,Caucasian,Suburban,Apartment,Yes,Married,3.67,0,200,Middle,3,Yes,2,Parents,Yes,None,Too expensive,Not,Never,Atheist,Not sure,160,69,170,71,about_right,right,ring,neither,Yes,6,10,same_gender,No,2,6-10,No,0-2 years younger,If it happens,Face to face,30,0,Yes,28,200,16,Yes,70,Rock,Sports,150,iPod,Have an iPod,Action,Movie,1-3,10,No,7,Yes,Alone,Stay the same,150,"No never",Italian,0,Yes,Milk,14,Yes,No,Yes,9 or more,More than $50,.,12,Beer,Yes,Coors,No,No,24,Yes,12,Approve,No,Other,Yes,Football,Yes,No,Yes,No,No,Yes,2,1,17,Not active,No,Yes,0-2 hours,First ,No,great idea,No,Yes
male,Caucasian,Rural,Dorm,No,Married,2.8,4,300,Back,5,Yes,3,Parents,Yes,None,Reasonable,Fairly,Never,Catholic,Yes,160,69,160,69,about_right,right,ring,neither,Don't know,6,24,no_preference,No,10,More than 25,No,0-2 years younger,Not important,Face to face,50,1,No,29,50,16,Yes,50,Rock,Sports,50,Other,Have an iPod,Comedy,Movie,1-3,0,No,7,Yes,With company,Stay the same,130,"No never",Water,0,Yes,Water,16,Yes,No,Yes,5_6,More than $50,2,5,Liquor,No,Coors,No,No,24,Yes,15,Approve,No,Other,No,Football,Yes,No,Yes,No,Yes,No,4,0,17,Once,No,Yes,0-2 hours,First ,No,no opinion,No,Yes
male,Caucasian,Rural,Apartment,No,Married,2,1,250,Middle,5,Yes,10,Parents,No,>20,Reasonable,Not,Never,Agnostic,Yes,190,73,220,76,about_right,right,index,near-sighted,Yes,7,10,no_preference,Yes,0,More than 25,No,More than 10 years younger,Not important,Face to face,.,3,No,30,30,8,Yes,120,Rock,Sports,500,No,Other,Comedy,Movie,1-3,3,Yes,7,Yes,Alone,Gain,132,"No never",Italian,1,Yes,Milk,10,Yes,No,Yes,9 or more,More than $50,.,10,Beer,No,Bud,No,Yes,25,Yes,13,Disapprove,No,Other,No,Football,Yes,No,Yes,No,Yes,n/r,10,0,15,2-3,No,No,None,First ,Yes,no opinion,No,Yes
female,Caucasian,A small town,Apartment,No,Married,3,0,500,Front,35,Yes,1,Me,Yes,11-20,Too expensive,Fairly,Never,Catholic,Yes,130,63,125,63,about_right,right,ring,near-sighted,Yes,3,10,opposite_gender,Yes,0,6-10,Yes,5-10 years older,Not important,Face to face,100,3,No,28,75,0,Yes,180,Rock,Music,0,No,Don't own one,Comedy,Book,1-3,3,Yes,7,Yes,Alone,Lose,105,Once or twice,Water,0,Yes,Water,4,No,Yes,Yes,3_4,$11-$30,0,5,Beer,Yes,Miller,Yes,Yes,15,Yes,13,Disapprove,No,Other,Yes,Football,No,No,Yes,No,No,Yes,5,4,14,4-5,No,Yes,None,Fourth,Yes,no opinion,No,Yes
male,Caucasian,A small town,Frat ,Yes,Divorced,2.8,2,200,Back,10,No,3,Parents,Yes,>20,Reasonable,Not,Never,Jewish,Not sure,210,70,190,73,overweight,right,ring,near-sighted,No,7,13,no_preference,No,5,6-10,No,2-4 years older,Not important,Phone,30,2,No,27,100,9,Yes,60,Other,Sports,15,No,Have a Dell,Comedy,Movie,1-3,7,No,8,Yes,With company,Lose,150,"No never",Italian,2,Yes,Water,9,Yes,Yes,Yes,9 or more,More than $50,4,8,Liquor,Yes,Beast Ice,Yes,Yes,24,Yes,15,Disapprove,No,Democrat,No,Football,No,No,Yes,No,No,Yes,2,0,17,Once,No,No,0-2 hours,First ,No,no opinion,No,Yes
female,AfrAm/Bl,A big city,Apartment,No,Divorced,3.21,0,500,Middle,6,No,3,Scholar/Me ,Yes,None,Too expensive,Fairly,Once in a while,Catholic,Yes,120,64,110,66,about_right,right,index,neither,Yes,3,2,no_preference,No,2,1-5,Yes,3-4 years younger,Not important,Phone,0,2,No,22,50,0,Yes,200,Other,Music,6,No,Don't own one,Romance,Movie,1-3,4,No,4,Yes,Alone,Lose,0,"No never",Italian,0,No,Water,0,No,No,No,1_2,0-$10,0,2,Wine,No,Don't drink lite,No,No,3,No,17,Disapprove,No,Democrat,No,Other,Yes,No,No,Yes,Yes,No,2,4,19,Not active,No,No,None,Not sexually active,Yes,no opinion,No,Yes
male,Caucasian,Rural,Apartment,No,Married,2.1,2,300,Middle,5,Yes,6,Parents,Yes,11-20,Reasonable,Not,Never,Protestant,Yes,215,70,190,72,about_right,right,ring,neither,Don't know,7,15,same_gender,No,2,1-5,No,3-4 years younger,If it happens,Face to face,50,2,Yes,26,250,0,Yes,60,Other,Video Games,0,No,Have a Dell,Comedy,Movie,None,2,No,7,Yes,With company,Lose,165,"No never",Italian,0,No,Soda,15,No,No,No,1_2,More than $50,0,8,Liquor,No,Don't drink lite,No,No,0,No,15,Disapprove,Yes,Other,No,Hockey,Yes,No,No,No,No,Yes,1,5,18,Not active,No,Yes,2-4 hours,Tenth or later,No,no opinion,No,Yes
male,Asian,Suburban,Frat ,Yes,Married,2.68,1,250,Front,10,No,3,Parents,No,11-20,Reasonable,Not,Once in a while,Other,Not sure,171,68.5,180,70,about_right,left,ring,near-sighted,Yes,7,10,no_preference,Yes,4,6-10,No,0-2 years younger,If it happens,Phone,200,5,Yes,28,50,4,Yes,500,Rap/Hip Hop,Video Games,500,Other,Have an iPod,Comedy,Movie,1-3,3,Yes,7,Yes,With company,Gain,145,"No never",Water,5,Yes,Soda,10,Yes,Yes,No,5_6,More than $50,7,8,Liquor,No,Miller,Yes,No,24,Yes,8,Disapprove,No,Other,No,Football,Yes,No,Yes,No,No,Yes,4,3,18,2-3,No,No,0-2 hours,First ,No,no opinion,No,Yes
female,Caucasian,Suburban,Apartment,No,Married,3.2,2,600,Front,3,Yes,6,Me,No,>20,Reasonable,Fairly,Once in a while,Other,Yes,134,64,124,67,about_right,right,ring,near-sighted,Yes,3,18,no_preference,No,.,More than 25,Yes,2-4 years older,If it happens,Face to face,100,3,Yes,27,2,6,Yes,5,Rock,Music,25,Other,Have an iPod,Horror,Movie,1-3,3,No,8,Yes,Alone,Lose,95,Once or twice,Italian,3,Yes,Alcohol,8,Yes,Yes,Yes,7_8,$11-$30,0,3,Wine,Yes,Miller,No,Yes,25,Yes,16,Disapprove,No,Democrat,No,Hockey,Yes,No,Yes,No,Yes,Yes,9,4,15,Not active,Yes,Yes,None,First ,Yes,great idea,No,Yes
male,Caucasian,A small town,Apartment,Yes,Divorced,3.07,0,250,Middle,2.5,Yes,3,Scholar/Me ,Yes,11-20,Too expensive,Not,Never,Protestant,Yes,185,73,185,75,about_right,right,ring,neither,Yes,7,10,no_preference,No,1,6-10,No,3-4 years younger,If it happens,Face to face,40,1,Yes,25,25,8,Yes,10,Rock,Sports,20,No,Have a Dell,Comedy,Movie,1-3,7,No,6.5,Yes,With company,Stay the same,125,"No never",Italian,0,No,Water,8,Yes,No,Yes,9 or more,$30-$50,0,8,Beer,No,Miller,No,No,16,Yes,15,Approve,Yes,Republican,No,Football,Yes,No,Yes,No,No,No,4,1,15,2-3,No,No,0-2 hours,First ,No,no opinion,No,Yes
male,Caucasian,Suburban,Dorm,No,Married,2.7,1,200,Middle,5,Yes,3,Parents,No,None,Too expensive,Not,Never,Other,No,162,70,170,72,underweight,left,index,neither,Yes,7,13,no_preference,No,.,6-10,No,0-2 years younger,If it happens,Face to face,20,3,Yes,25,50,8,Yes,300,Other,Movies,10,iPod Mini,Have an iPod,Comedy,Movie,1-3,5,Yes,8,Yes,With company,Gain,95,"No never",Italian,0,No,Soda,7,Yes,No,Yes,9 or more,$11-$30,1,10,Liquor,Yes,Don't drink lite,No,No,3,Yes,15,Disapprove,No,Democrat,No,Football,No,No,No,No,No,Yes,3,2,16,6-7,Yes,No,0-2 hours,Fourth,Yes,no opinion,No,Yes
female,Asian,A big city,Apartment,No,Married,3.28,1,150,Middle,4,Yes,3,Parents,Yes,1-10,Too expensive,Fairly,Once in a while,Protestant,Yes,135,65,125,63,overweight,right,index,near-sighted,Don't know,3,7,no_preference,No,0,1-5,Yes,0-2 years older,If it happens,Phone,50,12,No,26,10,1,Yes,150,Other,Movies,5,iPod Mini,Have an iPod,Drama,Movie,1-3,0,No,7,No,Alone,Lose,60,"Yes, almost always",Water,0,No,Soda,0,No,No,No,0,0-$10,0,1,Wine,No,Miller,No,No,4,No,17,Disapprove,No,Democrat,No,Basketball,No,No,No,No,No,Yes,1,20,19,Once,No,Yes,None,Seventh,No,no opinion,No,Yes
female,Caucasian,A small town,Apartment,No,Married,2.8,0,300,Middle,4,Yes,1,Parents,Yes,None,Reasonable,Fairly,Never,Catholic,Yes,145,65,130,66,about_right,right,ring,neither,Yes,4,13,no_preference,Yes,1,6-10,No,2-4 years older,If it happens,Face to face,25,5,No,26,20,3,Yes,150,Pop,Sports,8,No,Don't own one,Romance,Movie,1-3,1,No,.,Yes,Alone,Lose,95,"No never",Italian,0,No,Water,3,No,No,No,3_4,$11-$30,0,3,Liquor,No,Don't drink lite,No,No,1,No,16,Disapprove,No,Democrat,No,Football,Yes,No,Yes,No,No,Yes,3,4,18,2-3,No,No,None,Fourth,Yes,great idea,No,Yes
male,Caucasian,A small town,Apartment,No,Divorced,2.8,2,400,Middle,2,No,2,Parents,Yes,None,Reasonable,Fairly,Once in a while,Catholic,Yes,179,70,180,72,about_right,right,ring,far-sighted,Don't know,8,13,no_preference,No,1,6-10,Yes,0-2 years younger,If it happens,Face to face,50,5,Yes,25,50,2,Yes,100,Rock,Sports,15,No,Have a Dell,Comedy,Movie,1-3,1,No,9,Yes,With company,Stay the same,110,"No never",Italian,0,Yes,Water,.,No,No,No,7_8,$30-$50,1,7,Liquor,No,Miller,No,No,17,No,15,Approve,Yes,Republican,No,Football,Yes,No,Yes,No,No,Yes,4,4,16,2-3,No,No,None,Fourth,Yes,no opinion,No,Yes
male,Caucasian,Suburban,Apartment,Yes,Married,2.89,2,250,Back,5,Yes,2,Parents,No,None,Too expensive,Not,Never,Protestant,Yes,150,70,165,72,about_right,right,ring,neither,Yes,6,13,no_preference,No,2,11-25,No,2-4 years older,If it happens,Face to face,25,3,Yes,23,40,12,Yes,20,Rap/Hip Hop,Movies,20,iPod,Have an iPod,Comedy,Movie,1-3,2,Yes,8,Yes,With company,Stay the same,115,"No never",Italian,4,Yes,Water,12,Yes,No,Yes,5_6,$11-$30,0,8,Liquor,No,Bud,No,No,12,Yes,15,Disapprove,No,Democrat,Yes,Football,Yes,No,Yes,No,No,No,6,0,15,2-3,No,Yes,0-2 hours,First ,Yes,great idea,No,Yes
female,Caucasian,Suburban,Apartment,Yes,Divorced,2.8,2,340,Middle,10,No,2,Me,Yes,1-10,Too expensive,Fairly,Never,Catholic,Yes,177,72,170,75,about_right,right,index,near-sighted,Yes,6,17,opposite_gender,No,.,More than 25,No,0-2 years younger,If it happens,Email/IM,40,3,Yes,25,30,10,Yes,40,Country,Movies,0,No,Don't own one,Comedy,Movie,4-6,4,No,8,Yes,With company,Stay the same,100,"No never",Italian,1,Yes,Soda,12,Yes,No,Yes,7_8,$30-$50,5,8,Liquor,Yes,Miller,No,Yes,15,No,16,Disapprove,No,Democrat,No,Football,Yes,No,Yes,Yes,No,No,10,11,16,Once,No,Yes,0-2 hours,First ,Yes,no opinion,No,Yes
female,Hispanic,A small town,Apartment,No,Divorced,3.2,1,250,Middle,3,Yes,1,Scholar/Me ,Yes,11-20,Too expensive,Fairly,Never,Catholic,Yes,143,67,120,65,overweight,right,same,far-sighted,No,6,15,same_gender,Yes,.,More than 25,No,5-10 years older,If it happens,Face to face,40,1,No,25,30,4,Yes,60,Rap/Hip Hop,Music,0,No,Other,Comedy,Movie,1-3,3,Yes,6,No,With company,Lose,0,Once or twice,Water,0,No,Soda,9,Yes,No,No,7_8,$30-$50,1,4,Beer,No,Miller,No,No,13,No,13,Approve,Yes,Republican,No,Football,Yes,No,Yes,Yes,No,Yes,4,2,18,2-3,Yes,Yes,None,First ,No,great idea,Yes,Yes
male,Caucasian,Suburban,Dorm,No,Married,.,5,350,Back,8,Yes,4,Parents,No,None,Too expensive,Not,Never,Other,Not sure,170,69,200,74,about_right,right,index,neither,Yes,7,15,opposite_gender,Yes,5,More than 25,No,3-4 years younger,If it happens,Face to face,50,4,Yes,29,100,16,Yes,.,Rap/Hip Hop,Video Games,700,iPod Mini,Have an iPod,Comedy,Movie,1-3,7,No,6.5,Yes,Alone,Gain,140,"No never",Water,4,Yes,Water,12,Yes,Yes,Yes,7_8,$30-$50,.,7,Liquor,Yes,Don't drink lite,Yes,No,10,Yes,12,Disapprove,No,Democrat,No,Basketball,No,No,Yes,No,Yes,No,15,0,14,2-3,No,Yes,0-2 hours,First ,Yes,no opinion,No,Yes
male,Caucasian,Suburban,Frat ,Yes,Married,3.2,0.5,300,Middle,2,Yes,1,Parents,Yes,None,Too expensive,Fairly,Never,Catholic,Yes,195,75,190,75,about_right,right,ring,neither,Yes,10,19,same_gender,No,2,More than 25,No,2-4 years older,If it happens,Face to face,50,1,Yes,30,250,10,Yes,60,Rock,Sports,.,No,Don't own one,Comedy,Movie,1-3,2,No,9,Yes,With company,Stay the same,100,"No never",Italian,1,Yes,Water,16,Yes,No,Yes,9 or more,More than $50,6,8,Beer,Yes,Coors,Yes,Yes,30,Yes,15,Disapprove,No,Democrat,No,Hockey,Yes,No,Yes,No,No,No,15,0,15,2-3,No,Yes,0-2 hours,First ,No,bad idea,No,Yes
female,Caucasian,Suburban,Apartment,Yes,Divorced,2.25,5,125,Back,10,Yes,5,Parents,Yes,None,Reasonable,Not,Never,Protestant,Yes,140,69,125,67,overweight,right,same,near-sighted,Yes,5,20,no_preference,No,2,More than 25,Yes,5-10 years older,If it happens,Face to face,100,2,Yes,25,75,15,Yes,100,Rock,Music,50,iPod Mini,Have an iPod,Horror,Movie,None,0,No,6,Yes,With company,Lose,100,"No never",Italian,0,Yes,Alcohol,20,Yes,No,Yes,9 or more,More than $50,1,7,Liquor,No,Coors,No,No,14,Yes,13,Approve,No,Democrat,No,Football,Yes,No,Yes,No,Yes,Yes,5,2,16,Not active,Yes,No,None,Second,Yes,bad idea,No,Yes
male,Caucasian,Suburban,Frat ,Yes,Married,2.61,1,225,Middle,5,Yes,2,Parents,Yes,None,Reasonable,Fairly,Never,Other,Yes,205,78,215,78,overweight,left,same,near-sighted,Don't know,9,17,same_gender,Yes,2,1-5,No,3-4 years younger,If it happens,Face to face,30,3,Yes,25,50,12,Yes,50,Rock,Sports,50,No,Don't own one,Comedy,Movie,1-3,3,No,8,No,With company,Lose,123,"No never",Italian,0,Yes,Soda,17,Yes,No,Yes,9 or more,$30-$50,0,5,Liquor,No,Coors,No,No,18,No,18,Approve,Yes,Republican,Yes,Football,Yes,No,No,No,No,Yes,1,6,18,2-3,No,Yes,2-4 hours,Tenth or later,No,no opinion,No,Yes
